Country / Region,Financial_Year,Trade_Value_Crore,Year,Trade_Type,Mineral,Subtype
AUSTRALIA,2017-2018,2194.52,2018,Import,Copper,Raw (Ore)
BRAZIL,2017-2018,2441.72,2018,Import,Copper,Raw (Ore)
CANADA,2017-2018,1832.79,2018,Import,Copper,Raw (Ore)
CHILE,2017-2018,11213.2,2018,Import,Copper,Raw (Ore)
CONGO D. REP.,2017-2018,639.22,2018,Import,Copper,Raw (Ore)
CONGO P REP,2017-2018,21.9,2018,Import,Copper,Raw (Ore)
GEORGIA,2017-2018,35.88,2018,Import,Copper,Raw (Ore)
GERMANY,2017-2018,0.24,2018,Import,Copper,Raw (Ore)
INDONESIA,2017-2018,4666.39,2018,Import,Copper,Raw (Ore)
LAO PD RP,2017-2018,172.18,2018,Import,Copper,Raw (Ore)
MEXICO,2017-2018,214.72,2018,Import,Copper,Raw (Ore)
PAPUA N GNA,2017-2018,316.35,2018,Import,Copper,Raw (Ore)
PERU,2017-2018,3417.19,2018,Import,Copper,Raw (Ore)
SAUDI ARAB,2017-2018,608.16,2018,Import,Copper,Raw (Ore)
TURKEY,2017-2018,60.02,2018,Import,Copper,Raw (Ore)
AUSTRALIA,2018-2019,2024.95,2019,Import,Copper,Raw (Ore)
BRAZIL,2018-2019,229.48,2019,Import,Copper,Raw (Ore)
CHILE,2018-2019,5409.07,2019,Import,Copper,Raw (Ore)
INDONESIA,2018-2019,2725.87,2019,Import,Copper,Raw (Ore)
MADAGASCAR,2018-2019,0.23,2019,Import,Copper,Raw (Ore)
PERU,2018-2019,1033.67,2019,Import,Copper,Raw (Ore)
PHILIPPINES,2018-2019,198.38,2019,Import,Copper,Raw (Ore)
SAUDI ARAB,2018-2019,420.72,2019,Import,Copper,Raw (Ore)
THAILAND,2018-2019,103.84,2019,Import,Copper,Raw (Ore)
AUSTRALIA,2019-2020,617.08,2020,Import,Copper,Raw (Ore)
CANADA,2019-2020,259.02,2020,Import,Copper,Raw (Ore)
CHILE,2019-2020,5612.74,2020,Import,Copper,Raw (Ore)
ETHIOPIA,2019-2020,0.05,2020,Import,Copper,Raw (Ore)
INDONESIA,2019-2020,493.27,2020,Import,Copper,Raw (Ore)
NIGERIA,2019-2020,0.07,2020,Import,Copper,Raw (Ore)
PANAMA REPUBLIC,2019-2020,234.0,2020,Import,Copper,Raw (Ore)
PERU,2019-2020,874.89,2020,Import,Copper,Raw (Ore)
PHILIPPINES,2019-2020,151.32,2020,Import,Copper,Raw (Ore)
SAUDI ARAB,2019-2020,314.23,2020,Import,Copper,Raw (Ore)
THAILAND,2019-2020,110.84,2020,Import,Copper,Raw (Ore)
BOSNIA-HRZGOVIN,2020-2021,0.08,2021,Import,Copper,Raw (Ore)
CANADA,2020-2021,296.97,2021,Import,Copper,Raw (Ore)
CHILE,2020-2021,2906.5,2021,Import,Copper,Raw (Ore)
INDONESIA,2020-2021,2139.14,2021,Import,Copper,Raw (Ore)
MALAYSIA,2020-2021,397.47,2021,Import,Copper,Raw (Ore)
SAUDI ARAB,2020-2021,166.71,2021,Import,Copper,Raw (Ore)
U K,2020-2021,0.2,2021,Import,Copper,Raw (Ore)
U S A,2020-2021,0.09,2021,Import,Copper,Raw (Ore)
AUSTRALIA,2021-2022,4188.06,2022,Import,Copper,Raw (Ore)
BRAZIL,2021-2022,669.85,2022,Import,Copper,Raw (Ore)
CANADA,2021-2022,902.91,2022,Import,Copper,Raw (Ore)
CHILE,2021-2022,6770.48,2022,Import,Copper,Raw (Ore)
CHINA P RP,2021-2022,0.04,2022,Import,Copper,Raw (Ore)
CONGO P REP,2021-2022,0.28,2022,Import,Copper,Raw (Ore)
INDONESIA,2021-2022,4608.39,2022,Import,Copper,Raw (Ore)
PANAMA REPUBLIC,2021-2022,1769.41,2022,Import,Copper,Raw (Ore)
PERU,2021-2022,2567.6,2022,Import,Copper,Raw (Ore)
SAUDI ARAB,2021-2022,747.25,2022,Import,Copper,Raw (Ore)
THAILAND,2021-2022,157.0,2022,Import,Copper,Raw (Ore)
U S A,2021-2022,0.15,2022,Import,Copper,Raw (Ore)
AUSTRALIA,2022-2023,3627.65,2023,Import,Copper,Raw (Ore)
BRAZIL,2022-2023,378.67,2023,Import,Copper,Raw (Ore)
CANADA,2022-2023,813.66,2023,Import,Copper,Raw (Ore)
CHILE,2022-2023,7249.85,2023,Import,Copper,Raw (Ore)
COLOMBIA,2022-2023,80.9,2023,Import,Copper,Raw (Ore)
INDONESIA,2022-2023,7314.51,2023,Import,Copper,Raw (Ore)
MALAYSIA,2022-2023,1130.42,2023,Import,Copper,Raw (Ore)
PANAMA REPUBLIC,2022-2023,1640.63,2023,Import,Copper,Raw (Ore)
PAPUA N GNA,2022-2023,1343.91,2023,Import,Copper,Raw (Ore)
PERU,2022-2023,3118.51,2023,Import,Copper,Raw (Ore)
TAIWAN,2022-2023,506.93,2023,Import,Copper,Raw (Ore)
TURKEY,2022-2023,0.02,2023,Import,Copper,Raw (Ore)
VIETNAM SOC REP,2022-2023,168.78,2023,Import,Copper,Raw (Ore)
AUSTRALIA,2023-2024,2501.46,2024,Import,Copper,Raw (Ore)
BRAZIL,2023-2024,429.35,2024,Import,Copper,Raw (Ore)
CANADA,2023-2024,1120.67,2024,Import,Copper,Raw (Ore)
CHILE,2023-2024,5575.61,2024,Import,Copper,Raw (Ore)
COLOMBIA,2023-2024,166.32,2024,Import,Copper,Raw (Ore)
INDONESIA,2023-2024,9202.86,2024,Import,Copper,Raw (Ore)
MALAYSIA,2023-2024,427.91,2024,Import,Copper,Raw (Ore)
MOROCCO,2023-2024,0.31,2024,Import,Copper,Raw (Ore)
NAMIBIA,2023-2024,203.45,2024,Import,Copper,Raw (Ore)
PANAMA REPUBLIC,2023-2024,1113.13,2024,Import,Copper,Raw (Ore)
PAPUA N GNA,2023-2024,1678.32,2024,Import,Copper,Raw (Ore)
PERU,2023-2024,1756.3,2024,Import,Copper,Raw (Ore)
PHILIPPINES,2023-2024,1162.11,2024,Import,Copper,Raw (Ore)
SOUTH AFRICA,2023-2024,7.13,2024,Import,Copper,Raw (Ore)
TANZANIA REP,2023-2024,606.3,2024,Import,Copper,Raw (Ore)
AUSTRALIA,2024-2025,5670.26,2025,Import,Copper,Raw (Ore)
BRAZIL,2024-2025,186.93,2025,Import,Copper,Raw (Ore)
CANADA,2024-2025,1780.04,2025,Import,Copper,Raw (Ore)
CHILE,2024-2025,11557.81,2025,Import,Copper,Raw (Ore)
FRANCE,2024-2025,0.01,2025,Import,Copper,Raw (Ore)
INDONESIA,2024-2025,6095.4,2025,Import,Copper,Raw (Ore)
MOZAMBIQUE,2024-2025,0.56,2025,Import,Copper,Raw (Ore)
NAMIBIA,2024-2025,327.42,2025,Import,Copper,Raw (Ore)
PAPUA N GNA,2024-2025,629.76,2025,Import,Copper,Raw (Ore)
PERU,2024-2025,3611.96,2025,Import,Copper,Raw (Ore)
PHILIPPINES,2024-2025,0.29,2025,Import,Copper,Raw (Ore)
TANZANIA REP,2024-2025,2324.08,2025,Import,Copper,Raw (Ore)
U S A,2024-2025,373.09,2025,Import,Copper,Raw (Ore)
CHINA P RP,2017-2018,379.81,2018,Export,Copper,Raw (Ore)
KOREA RP,2017-2018,0.74,2018,Export,Copper,Raw (Ore)
CHINA P RP,2018-2019,1396.86,2019,Export,Copper,Raw (Ore)
KOREA RP,2018-2019,119.96,2019,Export,Copper,Raw (Ore)
TAIWAN,2018-2019,145.94,2019,Export,Copper,Raw (Ore)
CHINA P RP,2019-2020,1372.38,2020,Export,Copper,Raw (Ore)
KOREA RP,2019-2020,21.6,2020,Export,Copper,Raw (Ore)
MALAYSIA,2019-2020,379.23,2020,Export,Copper,Raw (Ore)
TAIWAN,2019-2020,271.4,2020,Export,Copper,Raw (Ore)
THAILAND,2019-2020,0.13,2020,Export,Copper,Raw (Ore)
VIETNAM SOC REP,2019-2020,0.35,2020,Export,Copper,Raw (Ore)
CHINA P RP,2020-2021,759.03,2021,Export,Copper,Raw (Ore)
KOREA RP,2020-2021,9.91,2021,Export,Copper,Raw (Ore)
CHINA P RP,2021-2022,99.58,2022,Export,Copper,Raw (Ore)
MALAYSIA,2021-2022,44.72,2022,Export,Copper,Raw (Ore)
PHILIPPINES,2021-2022,252.15,2022,Export,Copper,Raw (Ore)
CAMBODIA,2022-2023,0.22,2023,Export,Copper,Raw (Ore)
CHINA P RP,2022-2023,243.32,2023,Export,Copper,Raw (Ore)
CHINA P RP,2023-2024,243.03,2024,Export,Copper,Raw (Ore)
CHINA P RP,2024-2025,196.8,2025,Export,Copper,Raw (Ore)
GUATEMALA,2024-2025,0.02,2025,Export,Copper,Raw (Ore)
AUSTRIA,2017-2018,0.35,2018,Import,Graphite,Natural
BELGIUM,2017-2018,0.44,2018,Import,Graphite,Natural
BRAZIL,2017-2018,13.59,2018,Import,Graphite,Natural
CANADA,2017-2018,0.47,2018,Import,Graphite,Natural
CHINA P RP,2017-2018,110.67,2018,Import,Graphite,Natural
CZECH REPUBLIC,2017-2018,0.07,2018,Import,Graphite,Natural
DENMARK,2017-2018,0.06,2018,Import,Graphite,Natural
GERMANY,2017-2018,2.55,2018,Import,Graphite,Natural
ITALY,2017-2018,0.2,2018,Import,Graphite,Natural
JAPAN,2017-2018,0.33,2018,Import,Graphite,Natural
MADAGASCAR,2017-2018,12.07,2018,Import,Graphite,Natural
MEXICO,2017-2018,0.1,2018,Import,Graphite,Natural
NETHERLAND,2017-2018,0.17,2018,Import,Graphite,Natural
SRI LANKA DSR,2017-2018,1.08,2018,Import,Graphite,Natural
SWEDEN,2017-2018,0.07,2018,Import,Graphite,Natural
SWITZERLAND,2017-2018,0.28,2018,Import,Graphite,Natural
U K,2017-2018,0.2,2018,Import,Graphite,Natural
U S A,2017-2018,4.27,2018,Import,Graphite,Natural
UNSPECIFIED,2017-2018,0.51,2018,Import,Graphite,Natural
ZIMBABWE,2017-2018,1.3,2018,Import,Graphite,Natural
AUSTRALIA,2018-2019,0.01,2019,Import,Graphite,Natural
AUSTRIA,2018-2019,0.26,2019,Import,Graphite,Natural
BAHARAIN IS,2018-2019,0.01,2019,Import,Graphite,Natural
BELGIUM,2018-2019,0.67,2019,Import,Graphite,Natural
BRAZIL,2018-2019,10.45,2019,Import,Graphite,Natural
CANADA,2018-2019,0.3,2019,Import,Graphite,Natural
CHINA P RP,2018-2019,148.94,2019,Import,Graphite,Natural
CZECH REPUBLIC,2018-2019,0.09,2019,Import,Graphite,Natural
DENMARK,2018-2019,0.01,2019,Import,Graphite,Natural
FRANCE,2018-2019,0.2,2019,Import,Graphite,Natural
GERMANY,2018-2019,6.49,2019,Import,Graphite,Natural
HONG KONG,2018-2019,0.17,2019,Import,Graphite,Natural
ITALY,2018-2019,1.07,2019,Import,Graphite,Natural
JAPAN,2018-2019,0.87,2019,Import,Graphite,Natural
MADAGASCAR,2018-2019,34.94,2019,Import,Graphite,Natural
MOZAMBIQUE,2018-2019,18.8,2019,Import,Graphite,Natural
NAMIBIA,2018-2019,0.04,2019,Import,Graphite,Natural
NETHERLAND,2018-2019,0.15,2019,Import,Graphite,Natural
SINGAPORE,2018-2019,0.43,2019,Import,Graphite,Natural
SLOVENIA,2018-2019,0.13,2019,Import,Graphite,Natural
SRI LANKA DSR,2018-2019,1.29,2019,Import,Graphite,Natural
SWEDEN,2018-2019,0.34,2019,Import,Graphite,Natural
TANZANIA REP,2018-2019,0.08,2019,Import,Graphite,Natural
THAILAND,2018-2019,0.03,2019,Import,Graphite,Natural
U ARAB EMTS,2018-2019,0.17,2019,Import,Graphite,Natural
U K,2018-2019,1.75,2019,Import,Graphite,Natural
U S A,2018-2019,4.57,2019,Import,Graphite,Natural
ZIMBABWE,2018-2019,0.63,2019,Import,Graphite,Natural
AUSTRALIA,2019-2020,0.37,2020,Import,Graphite,Natural
AUSTRIA,2019-2020,0.59,2020,Import,Graphite,Natural
BELGIUM,2019-2020,1.17,2020,Import,Graphite,Natural
BRAZIL,2019-2020,7.79,2020,Import,Graphite,Natural
CANADA,2019-2020,0.54,2020,Import,Graphite,Natural
CHINA P RP,2019-2020,94.88,2020,Import,Graphite,Natural
CZECH REPUBLIC,2019-2020,0.01,2020,Import,Graphite,Natural
DENMARK,2019-2020,0.01,2020,Import,Graphite,Natural
FRANCE,2019-2020,0.18,2020,Import,Graphite,Natural
GERMANY,2019-2020,5.8,2020,Import,Graphite,Natural
HONG KONG,2019-2020,0.4,2020,Import,Graphite,Natural
ITALY,2019-2020,0.45,2020,Import,Graphite,Natural
JAPAN,2019-2020,0.42,2020,Import,Graphite,Natural
KOREA RP,2019-2020,0.03,2020,Import,Graphite,Natural
MADAGASCAR,2019-2020,38.14,2020,Import,Graphite,Natural
MALAYSIA,2019-2020,0.12,2020,Import,Graphite,Natural
MOZAMBIQUE,2019-2020,24.8,2020,Import,Graphite,Natural
NETHERLAND,2019-2020,0.47,2020,Import,Graphite,Natural
POLAND,2019-2020,0.02,2020,Import,Graphite,Natural
SINGAPORE,2019-2020,0.12,2020,Import,Graphite,Natural
SRI LANKA DSR,2019-2020,1.34,2020,Import,Graphite,Natural
SWEDEN,2019-2020,0.6,2020,Import,Graphite,Natural
TANZANIA REP,2019-2020,0.99,2020,Import,Graphite,Natural
TURKEY,2019-2020,0.07,2020,Import,Graphite,Natural
U ARAB EMTS,2019-2020,0.25,2020,Import,Graphite,Natural
U K,2019-2020,1.23,2020,Import,Graphite,Natural
U S A,2019-2020,3.84,2020,Import,Graphite,Natural
VIETNAM SOC REP,2019-2020,1.69,2020,Import,Graphite,Natural
AUSTRIA,2020-2021,2.18,2021,Import,Graphite,Natural
BELGIUM,2020-2021,0.36,2021,Import,Graphite,Natural
BRAZIL,2020-2021,1.2,2021,Import,Graphite,Natural
CANADA,2020-2021,0.59,2021,Import,Graphite,Natural
CHINA P RP,2020-2021,79.99,2021,Import,Graphite,Natural
DENMARK,2020-2021,0.03,2021,Import,Graphite,Natural
FRANCE,2020-2021,0.02,2021,Import,Graphite,Natural
GERMANY,2020-2021,6.19,2021,Import,Graphite,Natural
HONG KONG,2020-2021,0.43,2021,Import,Graphite,Natural
ITALY,2020-2021,1.45,2021,Import,Graphite,Natural
JAPAN,2020-2021,0.7,2021,Import,Graphite,Natural
KOREA RP,2020-2021,0.06,2021,Import,Graphite,Natural
MADAGASCAR,2020-2021,54.42,2021,Import,Graphite,Natural
MOZAMBIQUE,2020-2021,13.39,2021,Import,Graphite,Natural
NETHERLAND,2020-2021,0.05,2021,Import,Graphite,Natural
SINGAPORE,2020-2021,0.01,2021,Import,Graphite,Natural
SRI LANKA DSR,2020-2021,0.83,2021,Import,Graphite,Natural
SWEDEN,2020-2021,0.55,2021,Import,Graphite,Natural
TANZANIA REP,2020-2021,1.77,2021,Import,Graphite,Natural
TURKEY,2020-2021,0.08,2021,Import,Graphite,Natural
U K,2020-2021,0.88,2021,Import,Graphite,Natural
U S A,2020-2021,5.19,2021,Import,Graphite,Natural
UKRAINE,2020-2021,0.07,2021,Import,Graphite,Natural
VIETNAM SOC REP,2020-2021,10.36,2021,Import,Graphite,Natural
AUSTRIA,2021-2022,2.1,2022,Import,Graphite,Natural
BELGIUM,2021-2022,0.34,2022,Import,Graphite,Natural
BRAZIL,2021-2022,2.91,2022,Import,Graphite,Natural
CANADA,2021-2022,0.73,2022,Import,Graphite,Natural
CHINA P RP,2021-2022,96.24,2022,Import,Graphite,Natural
DENMARK,2021-2022,0.02,2022,Import,Graphite,Natural
GERMANY,2021-2022,6.44,2022,Import,Graphite,Natural
HONG KONG,2021-2022,0.36,2022,Import,Graphite,Natural
ITALY,2021-2022,1.27,2022,Import,Graphite,Natural
JAPAN,2021-2022,1.73,2022,Import,Graphite,Natural
KOREA RP,2021-2022,0.06,2022,Import,Graphite,Natural
MADAGASCAR,2021-2022,109.55,2022,Import,Graphite,Natural
MEXICO,2021-2022,0.16,2022,Import,Graphite,Natural
MOZAMBIQUE,2021-2022,30.16,2022,Import,Graphite,Natural
NETHERLAND,2021-2022,0.41,2022,Import,Graphite,Natural
SINGAPORE,2021-2022,0.36,2022,Import,Graphite,Natural
SRI LANKA DSR,2021-2022,1.38,2022,Import,Graphite,Natural
SWEDEN,2021-2022,1.57,2022,Import,Graphite,Natural
TANZANIA REP,2021-2022,0.83,2022,Import,Graphite,Natural
TURKEY,2021-2022,0.1,2022,Import,Graphite,Natural
U ARAB EMTS,2021-2022,0.23,2022,Import,Graphite,Natural
U K,2021-2022,2.24,2022,Import,Graphite,Natural
U S A,2021-2022,5.98,2022,Import,Graphite,Natural
VIETNAM SOC REP,2021-2022,0.01,2022,Import,Graphite,Natural
AUSTRIA,2022-2023,3.12,2023,Import,Graphite,Natural
BELGIUM,2022-2023,0.12,2023,Import,Graphite,Natural
BRAZIL,2022-2023,0.5,2023,Import,Graphite,Natural
CANADA,2022-2023,0.61,2023,Import,Graphite,Natural
CHINA P RP,2022-2023,113.19,2023,Import,Graphite,Natural
DENMARK,2022-2023,0.03,2023,Import,Graphite,Natural
GERMANY,2022-2023,6.09,2023,Import,Graphite,Natural
HONG KONG,2022-2023,0.88,2023,Import,Graphite,Natural
ITALY,2022-2023,1.54,2023,Import,Graphite,Natural
JAPAN,2022-2023,2.01,2023,Import,Graphite,Natural
KOREA RP,2022-2023,0.04,2023,Import,Graphite,Natural
MADAGASCAR,2022-2023,94.04,2023,Import,Graphite,Natural
MEXICO,2022-2023,0.27,2023,Import,Graphite,Natural
MOZAMBIQUE,2022-2023,50.31,2023,Import,Graphite,Natural
NAMIBIA,2022-2023,0.01,2023,Import,Graphite,Natural
NETHERLAND,2022-2023,0.97,2023,Import,Graphite,Natural
NORWAY,2022-2023,0.05,2023,Import,Graphite,Natural
SLOVENIA,2022-2023,2.19,2023,Import,Graphite,Natural
SPAIN,2022-2023,0.02,2023,Import,Graphite,Natural
SRI LANKA DSR,2022-2023,1.27,2023,Import,Graphite,Natural
SWEDEN,2022-2023,2.78,2023,Import,Graphite,Natural
TANZANIA REP,2022-2023,8.05,2023,Import,Graphite,Natural
U ARAB EMTS,2022-2023,0.13,2023,Import,Graphite,Natural
U K,2022-2023,1.5,2023,Import,Graphite,Natural
U S A,2022-2023,4.24,2023,Import,Graphite,Natural
AUSTRIA,2023-2024,3.63,2024,Import,Graphite,Natural
BELGIUM,2023-2024,0.4,2024,Import,Graphite,Natural
CANADA,2023-2024,0.34,2024,Import,Graphite,Natural
CHINA P RP,2023-2024,105.58,2024,Import,Graphite,Natural
GERMANY,2023-2024,2.13,2024,Import,Graphite,Natural
HONG KONG,2023-2024,0.13,2024,Import,Graphite,Natural
ITALY,2023-2024,0.2,2024,Import,Graphite,Natural
JAPAN,2023-2024,4.36,2024,Import,Graphite,Natural
KOREA RP,2023-2024,0.03,2024,Import,Graphite,Natural
MADAGASCAR,2023-2024,142.79,2024,Import,Graphite,Natural
MALAYSIA,2023-2024,0.28,2024,Import,Graphite,Natural
MEXICO,2023-2024,0.55,2024,Import,Graphite,Natural
MOZAMBIQUE,2023-2024,36.05,2024,Import,Graphite,Natural
NETHERLAND,2023-2024,0.89,2024,Import,Graphite,Natural
SINGAPORE,2023-2024,0.35,2024,Import,Graphite,Natural
SLOVENIA,2023-2024,1.65,2024,Import,Graphite,Natural
SRI LANKA DSR,2023-2024,1.31,2024,Import,Graphite,Natural
SWEDEN,2023-2024,2.81,2024,Import,Graphite,Natural
SWITZERLAND,2023-2024,0.01,2024,Import,Graphite,Natural
TANZANIA REP,2023-2024,3.11,2024,Import,Graphite,Natural
THAILAND,2023-2024,0.02,2024,Import,Graphite,Natural
U ARAB EMTS,2023-2024,2.89,2024,Import,Graphite,Natural
U K,2023-2024,1.83,2024,Import,Graphite,Natural
U S A,2023-2024,5.34,2024,Import,Graphite,Natural
UKRAINE,2023-2024,0.02,2024,Import,Graphite,Natural
VIETNAM SOC REP,2023-2024,3.6,2024,Import,Graphite,Natural
AUSTRIA,2024-2025,4.07,2025,Import,Graphite,Natural
BELGIUM,2024-2025,1.86,2025,Import,Graphite,Natural
CANADA,2024-2025,7.22,2025,Import,Graphite,Natural
CHINA P RP,2024-2025,36.25,2025,Import,Graphite,Natural
GERMANY,2024-2025,17.61,2025,Import,Graphite,Natural
HONG KONG,2024-2025,0.24,2025,Import,Graphite,Natural
INDONESIA,2024-2025,0.12,2025,Import,Graphite,Natural
ITALY,2024-2025,0.44,2025,Import,Graphite,Natural
JAPAN,2024-2025,5.12,2025,Import,Graphite,Natural
KOREA RP,2024-2025,8.85,2025,Import,Graphite,Natural
MADAGASCAR,2024-2025,131.4,2025,Import,Graphite,Natural
MALAYSIA,2024-2025,7.88,2025,Import,Graphite,Natural
MEXICO,2024-2025,2.78,2025,Import,Graphite,Natural
MOZAMBIQUE,2024-2025,64.19,2025,Import,Graphite,Natural
NETHERLAND,2024-2025,0.27,2025,Import,Graphite,Natural
SLOVENIA,2024-2025,0.63,2025,Import,Graphite,Natural
SPAIN,2024-2025,0.06,2025,Import,Graphite,Natural
SRI LANKA DSR,2024-2025,1.63,2025,Import,Graphite,Natural
SWEDEN,2024-2025,3.98,2025,Import,Graphite,Natural
SWITZERLAND,2024-2025,0.01,2025,Import,Graphite,Natural
TAIWAN,2024-2025,0.7,2025,Import,Graphite,Natural
TANZANIA REP,2024-2025,43.84,2025,Import,Graphite,Natural
U ARAB EMTS,2024-2025,2.26,2025,Import,Graphite,Natural
U K,2024-2025,2.31,2025,Import,Graphite,Natural
U S A,2024-2025,11.21,2025,Import,Graphite,Natural
VIETNAM SOC REP,2024-2025,0.71,2025,Import,Graphite,Natural
ANGOLA,2017-2018,0.04,2018,Export,Graphite,Natural
AUSTRALIA,2017-2018,0.01,2018,Export,Graphite,Natural
BANGLADESH PR,2017-2018,0.94,2018,Export,Graphite,Natural
BHUTAN,2017-2018,0.03,2018,Export,Graphite,Natural
CANADA,2017-2018,0.24,2018,Export,Graphite,Natural
